"","SR","District","AreaCode","TsName_Census","TsCode_MIMU","TsName_MIMU","Ts","y11","y12","y13","y14","MidAges"
"92","Sagaing","Katha","AREA # 050406","Wuntho","MMR005025","Wuntho","Wuntho",1,1,1,0,3
"93","Sagaing","Katha","AREA # 050407","Pinlebu","MMR005026","Pinlebu","Pinlebu",0,3,5,1,9
"94","Sagaing","Kalay","AREA # 050501","Kalay","MMR005027","Kale","Kalay",4,3,4,7,18
"95","Sagaing","Kalay","AREA # 050502","Kalewa","MMR005028","Kalewa","Kalewa",0,0,0,0,0
"96","Sagaing","Kalay","AREA # 050503","Mingin","MMR005029","Mingin","Mingin",3,1,2,0,6
"97","Sagaing","Tamu","AREA # 050601","Tamu","MMR005030","Tamu","Tamu",2,0,1,0,3
"98","Sagaing","Tamu","AREA # 050651","Myothit(ST)","MMR005030","Tamu","Myothit(ST)",0,0,0,0,0
"99","Sagaing","Tamu","AREA # 050652","Khampat(ST)","MMR005030","Tamu","Khampat(ST)",0,1,1,0,2
"100","Sagaing","Mawlaik","AREA # 050701","Mawlaik","MMR005031","Mawlaik","Mawlaik",2,0,3,0,5
"101","Sagaing","Mawlaik","AREA # 050702","Phaungpyin","MMR005032","Paungbyin","Phaungpyin",0,1,1,0,2
"102","Sagaing","Hkamti","AREA # 050801","Hkamti","MMR005033","Hkamti","Hkamti",1,1,0,1,3
"103","Sagaing","Hkamti","AREA # 050802","Homalin","MMR005034","Homalin","Homalin",2,1,1,1,5
"104","Sagaing","Hkamti","AREA # 050803","Leshi","MMR005035","Lay Shi","Leshi",0,0,1,0,1
"105","Sagaing","Hkamti","AREA # 050851","Mobaingluk(ST)","MMR005035","Lay Shi","Total",NA,NA,NA,NA,0
"106","Sagaing","Hkamti","AREA # 050852","Sonemara(ST)","MMR005035","Lay Shi","Sonemara(ST)",0,0,0,0,0
"107","Sagaing","Hkamti","AREA # 050804","Lahe","MMR005036","Lahe","Lahe",0,2,0,0,2
"108","Sagaing","Hkamti","AREA # 050853","Htanparkway(ST)","MMR005036","Lahe","Htanparkway(ST)",0,0,0,1,1
"109","Sagaing","Hkamti","AREA # 050805","Nanyun","MMR005037","Nanyun","Nanyun",0,0,0,0,0
"110","Sagaing","Hkamti","AREA # 050854","Pansaung(ST)","MMR005037","Nanyun","Pansaung(ST)",0,0,0,1,1
"111","Sagaing","Hkamti","AREA # 050855","Donhee(ST)","MMR005037","Nanyun","Donhee(ST)",0,0,0,1,1
"112","Tanintharyi","Dawei","AREA # 060151","Myitta(ST)","MMR006001","Dawei","Myitta(ST)",2,0,0,1,3
"113","Tanintharyi","Dawei","AREA # 060101","Dawei","MMR006001","Dawei","Dawei",1,1,2,1,5
"114","Tanintharyi","Dawei","AREA # 060102","Lounglon","MMR006002","Launglon","Lounglon",1,3,3,0,7
"115","Tanintharyi","Dawei","AREA # 060103","Thayetchaung","MMR006003","Thayetchaung","Thayetchaung",1,3,5,8,17
"116","Tanintharyi","Dawei","AREA # 060104","Yebyu","MMR006004","Yebyu","Yebyu",3,0,2,1,6
"117","Tanintharyi","Dawei","AREA # 060152","Kaleinaung(ST)","MMR006004","Yebyu","Kaleinaung(ST)",1,0,0,0,1
"118","Tanintharyi","Myeik","AREA # 060201","Myeik","MMR006005","Myeik","Myeik",2,2,6,3,13
"119","Tanintharyi","Myeik","AREA # 060202","Kyunsu","MMR006006","Kyunsu","Kyunsu",1,4,4,6,15
"120","Tanintharyi","Myeik","AREA # 060251","Palauk(ST)","MMR006007","Palaw","Palauk(ST)",0,0,1,0,1
"121","Tanintharyi","Myeik","AREA # 060203","Palaw","MMR006007","Palaw","Palaw",3,5,5,2,15
"122","Tanintharyi","Myeik","AREA # 060204","Tanintharyi","MMR006008","Tanintharyi","Tanintharyi",4,4,6,4,18
"123","Tanintharyi","Kawthoung","AREA # 060301","Kawthoung","MMR006009","Kawthoung","Kawthoung",3,1,1,3,8
"124","Tanintharyi","Kawthoung","AREA # 060351","Khamaukgyi","MMR006009","Kawthoung","Khamaukgyi",0,0,0,0,0
"125","Tanintharyi","Kawthoung","AREA # 060302","Bokepyin","MMR006010","Bokpyin","Bokepyin",0,2,1,0,3
"126","Tanintharyi","Kawthoung","AREA # 060353","Karathuri(ST)","MMR006010","Bokpyin","Karathuri(ST)",0,0,0,0,0
"127","Tanintharyi","Kawthoung","AREA # 060352","Pyigyimandaing","MMR006010","Bokpyin","Pyigyimandaing",0,0,0,2,2
"128","Bago","Bago","AREA # 070101","Bago","MMR007001","Bago","Bago",4,3,4,2,13
"129","Bago","Bago","AREA # 070102","Tanatpin","MMR007002","Thanatpin","Tanatpin",0,0,0,0,0
"130","Bago","Bago","AREA # 070103","Kawa","MMR007003","Kawa","Kawa",1,2,0,1,4
"131","Bago","Bago","AREA # 070104","Waw","MMR007004","Waw","Waw",2,0,1,4,7
"132","Bago","Bago","AREA # 070105","Nyaunglebin","MMR007005","Nyaunglebin","Nyaunglebin",1,1,1,1,4
"133","Bago","Bago","AREA # 070106","Kyauktaga","MMR007006","Kyauktaga","Kyauktaga",2,0,1,2,5
"134","Bago","Bago","AREA # 070107","Daik U","MMR007007","Daik-U","Daik U",2,0,2,2,6
"135","Bago","Bago","AREA # 070108","Shwegyin","MMR007008","Shwegyin","Shwegyin",1,0,3,0,4
"136","Bago","Toungoo","AREA # 070201","Toungoo","MMR007009","Taungoo","Toungoo",1,3,4,3,11
"137","Bago","Toungoo","AREA # 070202","Yaedashe","MMR007010","Yedashe","Yaedashe",0,6,3,3,12
"138","Bago","Toungoo","AREA # 070203","Kyaukkyi","MMR007011","Kyaukkyi","Kyaukkyi",1,1,2,2,6
"139","Bago","Toungoo","AREA # 070204","Pyu","MMR007012","Phyu","Pyu",3,1,1,0,5
"140","Bago","Toungoo","AREA # 070205","Oatwin","MMR007013","Oktwin","Oatwin",1,1,0,3,5
"141","Bago","Toungoo","AREA # 070206","Htantapin","MMR007014","Htantabin","Htantapin",0,0,1,3,4
"142","Bago","Pyay","AREA # 070301","Pyay","MMR008001","Pyay","Pyay",3,2,2,1,8
"143","Bago","Pyay","AREA # 070302","Paukkhaung","MMR008002","Paukkhaung","Paukkhaung",0,1,0,1,2
"144","Bago","Pyay","AREA # 070303","Padaung","MMR008003","Padaung","Padaung",0,1,1,1,3
"145","Bago","Pyay","AREA # 070304","Paunde","MMR008004","Paungde","Paunde",0,3,0,0,3
"146","Bago","Pyay","AREA # 070305","Thegon","MMR008005","Thegon","Thegon",1,0,2,0,3
"147","Bago","Pyay","AREA # 070306","Shwedaung","MMR008006","Shwedaung","Shwedaung",1,0,2,0,3
"148","Bago","Tharyarwaddy","AREA # 070401","Tharyarwaddy","MMR008007","Thayarwady","Tharyarwaddy",1,2,5,4,12
"149","Bago","Tharyarwaddy","AREA # 070402","Letpadan","MMR008008","Letpadan","Letpadan",2,1,2,1,6
"150","Bago","Tharyarwaddy","AREA # 070403","Minhla","MMR008009","Minhla","Minhla",0,1,0,0,1
"151","Bago","Tharyarwaddy","AREA # 070404","Okpo","MMR008010","Okpho","Okpo",2,1,1,0,4
"152","Bago","Tharyarwaddy","AREA # 070405","Zigon","MMR008011","Zigon","Zigon",0,0,0,0,0
"153","Bago","Tharyarwaddy","AREA # 070406","Nattalin","MMR008012","Nattalin","Nattalin",2,2,1,1,6
"154","Bago","Tharyarwaddy","AREA # 070407","Monyo","MMR008013","Monyo","Monyo",1,0,0,2,3
"155","Bago","Tharyarwaddy","AREA # 070408","Gyobingauk","MMR008014","Gyobingauk","Gyobingauk",1,4,2,0,7
"156","Magway","Magway","AREA # 080101","Magway","MMR009001","Magway","Magway",2,4,1,1,8
"157","Magway","Magway","AREA # 080102","Yenangyoung","MMR009002","Yenangyaung","Yenangyoung",1,1,2,1,5
"158","Magway","Magway","AREA # 080103","Chauk","MMR009003","Chauk","Chauk",0,2,0,2,4
"159","Magway","Magway","AREA # 080104","Taungdwingyi","MMR009004","Taungdwingyi","Taungdwingyi",1,2,1,5,9
"160","Magway","Magway","AREA # 080105","Myothit","MMR009005","Myothit","Myothit",2,3,1,1,7
"161","Magway","Magway","AREA # 080106","Natmauk","MMR009006","Natmauk","Natmauk",3,0,2,1,6
"162","Magway","Minbu","AREA # 080201","Minbu","MMR009007","Minbu","Minbu",2,1,0,2,5
"163","Magway","Minbu","AREA # 080202","Pwint Phyu","MMR009008","Pwintbyu","Pwint Phyu",3,1,1,0,5
"164","Magway","Minbu","AREA # 080203","Ngape","MMR009009","Ngape","Ngape",0,1,1,1,3
"165","Magway","Minbu","AREA # 080204","Salin","MMR009010","Salin","Salin",0,0,1,2,3
"166","Magway","Minbu","AREA # 080205","Saytottara","MMR009011","Sidoktaya","Saytottara",0,1,2,0,3
"167","Magway","Thayet","AREA # 080301","Thayet","MMR009012","Thayet","Thayet",0,0,3,0,3
"168","Magway","Thayet","AREA # 080302","Minhla","MMR009013","Minhla","Minhla",1,0,1,0,2
"169","Magway","Thayet","AREA # 080303","Mindon","MMR009014","Mindon","Mindon",0,2,0,0,2
"170","Magway","Thayet","AREA # 080304","Kamma","MMR009015","Kamma","Kamma",0,1,0,0,1
"171","Magway","Thayet","AREA # 080305","Aunglan","MMR009016","Aunglan","Aunglan",1,1,4,3,9
"172","Magway","Thayet","AREA # 080306","Sinpaungwe`","MMR009017","Sinbaungwe","Sinpaungwe`",2,1,2,1,6
"173","Magway","Pakokku","AREA # 080401","Pakokku","MMR009018","Pakokku","Pakokku",3,2,0,3,8
"174","Magway","Pakokku","AREA # 080402","Yesagyo","MMR009019","Yesagyo","Yesagyo",1,1,0,0,2
"175","Magway","Pakokku","AREA # 080403","Myaing","MMR009020","Myaing","Myaing",0,4,2,2,8
"176","Magway","Pakokku","AREA # 080404","Pauk","MMR009021","Pauk","Pauk",1,6,3,2,12
"177","Magway","Pakokku","AREA # 080405","Seikphyu","MMR009022","Seikphyu","Seikphyu",0,1,0,0,1
"178","Magway","Gangaw","AREA # 080501","Gangaw","MMR009023","Gangaw","Gangaw",4,1,0,2,7
"179","Magway","Gangaw","AREA # 080502","Htilin","MMR009024","Tilin","Htilin",2,0,0,0,2
"180","Magway","Gangaw","AREA # 080503","Saw","MMR009025","Saw","Saw",0,0,1,1,2
"181","Magway","Gangaw","AREA # 080551","Kyaukhtu(ST)","MMR009025","Saw","Kyaukhtu(ST)",2,1,0,1,4
"182","Mandalay","Mandalay","AREA # 090101","Aungmyetharzan","MMR010001","Aungmyaythazan","Aungmyetharzan",1,2,1,1,5
"183","Mandalay","Mandalay","AREA # 090102","Chanayeharzan","MMR010002","Chanayethazan","Chanayeharzan",1,0,0,0,1
"184","Mandalay","Mandalay","AREA # 090103","Mahaaungmye","MMR010003","Mahaaungmyay","Mahaaungmye",2,1,0,2,5
"185","Mandalay","Mandalay","AREA # 090104","Chanmyatharzi","MMR010004","Chanmyathazi","Chanmyatharzi",6,4,3,0,13
"186","Mandalay","Mandalay","AREA # 090105","Pyigyidagun","MMR010005","Pyigyitagon","Pyigyidagun",1,1,3,1,6
"187","Mandalay","Mandalay","AREA # 090106","Amarapura","MMR010006","Amarapura","Amarapura",0,0,0,1,1
"188","Mandalay","Mandalay","AREA # 090107","Patheingyi","MMR010007","Patheingyi","Patheingyi",3,1,4,2,10
"189","Mandalay","Pyin Oo Lwin","AREA # 090201","Pyin Oo Lwin","MMR010008","Pyinoolwin","Pyin Oo Lwin",1,0,0,0,1
"190","Mandalay","Pyin Oo Lwin","AREA # 090202","Madaya","MMR010009","Madaya","Madaya",0,3,2,2,7
"191","Mandalay","Pyin Oo Lwin","AREA # 090203","Sinku","MMR010010","Singu","Sinku",2,2,0,1,5
"192","Mandalay","Pyin Oo Lwin","AREA # 090204","Mogok","MMR010011","Mogoke","Mogok",0,2,0,1,3
"193","Mandalay","Pyin Oo Lwin","AREA # 090205","Thabeikkyin","MMR010012","Thabeikkyin","Thabeikkyin",2,1,1,1,5
"194","Mandalay","Pyin Oo Lwin","AREA # 090251","Tagaung","MMR010012","Thabeikkyin","Tagaung",0,0,0,0,0
"195","Mandalay","Kyaukse","AREA # 090301","Kyaukse","MMR010013","Kyaukse","Kyaukse",2,1,3,1,7
"196","Mandalay","Kyaukse","AREA # 090302","Singaing","MMR010014","Sintgaing","Singaing",0,1,0,0,1
"197","Mandalay","Kyaukse","AREA # 090303","Myitthar","MMR010015","Myittha","Myitthar",0,0,1,3,4
"198","Mandalay","Kyaukse","AREA # 090304","Tada U","MMR010016","Tada-U","Tada U",0,1,1,1,3
"199","Mandalay","Myingyan","AREA # 090401","Myingyan","MMR010017","Myingyan","Myingyan",1,0,2,0,3
"200","Mandalay","Myingyan","AREA # 090402","Taungtha","MMR010018","Taungtha","Taungtha",1,1,2,1,5
"201","Mandalay","Myingyan","AREA # 090403","Natogyi","MMR010019","Natogyi","Natogyi",0,1,4,1,6
"202","Mandalay","Nyaung U","AREA # 090404","Kyaukpadaung","MMR010020","Kyaukpadaung","Kyaukpadaung",4,0,3,1,8
"203","Mandalay","Myingyan","AREA # 090405","Ngazun","MMR010021","Ngazun","Ngazun",1,0,1,1,3
"204","Mandalay","Nyaung U","AREA # 090501","Nyaung U","MMR010022","Nyaung-U","Nyaung U",1,3,3,1,8
"205","Mandalay","Nyaung U","AREA # 090551","Ngathayauk","MMR010022","Nyaung-U","Ngat",1,0,0,2,3
"206","Mandalay","Yame`thin","AREA # 090601","Yame`thin","MMR010023","Yamethin","Yame`thin",4,1,2,0,7
"207","Mandalay","Yame`thin","AREA # 090602","Pyawbwe","MMR010024","Pyawbwe","Pyawbwe",2,1,0,1,4
"208","Mandalay","Meiktila","AREA # 090701","Meiktila","MMR010028","Meiktila","Meiktila",3,3,2,3,11
"209","Mandalay","Meiktila","AREA # 090702","Mahlaing","MMR010029","Mahlaing","MahlYaing",1,0,0,2,3
"210","Mandalay","Meiktila","AREA # 090703","Thazi","MMR010030","Thazi","Thazi",0,1,1,0,2
"211","Mandalay","Meiktila","AREA # 090704","Wundwin","MMR010031","Wundwin","Wundwin",2,2,3,2,9
"212","Mon","Mawlamyine","AREA # 100101","Mawlamyine","MMR011001","Mawlamyine","Mawlamyine",1,1,6,4,12
"213","Mon","Mawlamyine","AREA # 100102","Kyaikemaraw","MMR011002","Kyaikmaraw","Kyaikemaraw",1,3,2,4,10
"214","Mon","Mawlamyine","AREA # 100103","Chaungzon","MMR011003","Chaungzon","Chaungzon",1,3,1,1,6
"215","Mon","Mawlamyine","AREA # 100104","Thanbyuzayat","MMR011004","Thanbyuzayat","Thanbyuzayat",1,2,5,0,8
"216","Mon","Mawlamyine","AREA # 100105","Mudon","MMR011005","Mudon","Mudon",2,2,2,0,6
"217","Mon","Mawlamyine","AREA # 100106","Ye","MMR011006","Ye","Ye",3,4,0,2,9
"218","Mon","Mawlamyine","AREA # 100152","Khawzar","MMR011006","Ye","Khawzar",0,0,1,0,1
"219","Mon","Mawlamyine","AREA # 100151","Lamine","MMR011006","Ye","Lamine",0,1,0,1,2
"220","Mon","Thaton","AREA # 100201","Thaton","MMR011007","Thaton","Thaton",3,1,0,1,5
"221","Mon","Thaton","AREA # 100202","Paung","MMR011008","Paung","Paung",2,1,2,1,6
"222","Mon","Thaton","AREA # 100203","Kyaikto","MMR011009","Kyaikto","Kyaikto",4,2,1,4,11
"223","Mon","Thaton","AREA # 100204","Bilin","MMR011010","Bilin","Bilin",1,5,2,2,10
"224","Rakhine","Sittway","AREA # 110101","Sittway","MMR012001","Sittwe","Sittway",0,5,0,3,8
"225","Rakhine","Sittway","AREA # 110102","Ponnagyun","MMR012002","Ponnagyun","Ponnagyun",1,3,6,0,10
"226","Rakhine","Myauk U","AREA # 110201","Myauk U","MMR012003","Mrauk-U","Myauk U",2,1,5,5,13
"227","Rakhine","Myauk U","AREA # 110202","Kyauktaw","MMR012004","Kyauktaw","Kyauktaw",2,4,1,1,8
"228","Rakhine","Myauk U","AREA # 110203","Minbya","MMR012005","Minbya","Minbya",0,0,6,2,8
"229","Rakhine","Myauk U","AREA # 110204","Myebon","MMR012006","Myebon","Myebon",1,1,0,1,3
"230","Rakhine","Sittway","AREA # 110103","Pauktaw","MMR012007","Pauktaw","Pauktaw",1,1,2,1,5
"231","Rakhine","Sittway","AREA # 110104","Yethedaung","MMR012008","Rathedaung","Yethedaung",2,3,1,3,9
"232","Rakhine","Maungtaw","AREA # 110351","Taungpyoletwe(ST)","MMR012009","Maungdaw","Taungpyoletwe(ST)",0,0,0,0,0
"233","Rakhine","Maungtaw","AREA # 110301","Maungtaw","MMR012009","Maungdaw","Maungtaw",0,1,1,3,5
"234","Rakhine","Maungtaw","AREA # 110302","Buthidaung","MMR012010","Buthidaung","Buthidaung",0,0,1,0,1
"235","Rakhine","Kyaukpyu","AREA # 110401","Kyaukpyu","MMR012011","Kyaukpyu","Kyaukpyu",3,5,1,2,11
"236","Rakhine","Kyaukpyu","AREA # 110402","Mannaung","MMR012012","Munaung","Mannaung",1,0,1,0,2
