"","SR","District","AreaCode","TsName_Census","TsCode_MIMU","TsName_MIMU","Ts","y0","y1","y2","y3","y4","y5","y6","y7","y8","y9","y10","y11","y12","y13","y14","y15","y16","y17","y18","y19","y20","y21","y22","y23","y24","y25","y26","y27","y28","y29","y30","y31","y32","y33","y34","y35","y36","y37","y38","y39","y40","y41","y42","y43","y44","y45","y46","y47","y48","y49","y50","y51","y52","y53","y54","y55","y56","y57","y58","y59","y60","y61","y62","y63","y64","y65","y66","y67","y68","y69","y70","y71","y72","y73","y74","y75","y76","y77","y78","y79","y80","y81","y82","y83","y84","y85","y86","y87","y88","y89","AtAb90"
"11","Kachin","Myitkyina","AREA # 010106","Hsotlaw","MMR001006","Tsawlaw","Hsotlaw",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,3
"12","Kachin","Mohnyin","AREA # 010251","Hopin(ST)","MMR001007","Mohnyin","Hopin(ST)",0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,2,0,1,0,1,2,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,2,0,0,1,0,1,0,0,0,2,1,0,1,1,0,2
"13","Kachin","Mohnyin","AREA # 010201","Mohnyin","MMR001007","Mohnyin","Mohnyin",1,0,0,0,1,1,0,0,1,1,0,0,2,3,0,1,0,1,0,1,1,3,0,2,1,0,0,0,2,1,4,0,1,0,1,2,0,1,1,1,3,0,1,1,2,2,1,0,0,0,1,2,2,1,0,2,0,2,1,0,2,0,0,2,2,1,1,2,0,0,3,1,2,0,1,3,0,4,1,0,3,2,1,2,1,1,1,0,1,1,4
"14","Kachin","Mohnyin","AREA # 010202","Mogaung","MMR001008","Mogaung","Mogaung",0,0,0,0,0,1,1,0,2,2,1,0,2,3,0,0,0,0,0,3,4,2,1,0,1,1,0,1,2,1,1,0,2,0,1,1,0,1,1,0,0,2,0,0,1,0,0,1,0,0,1,3,0,0,0,3,0,1,0,0,2,1,0,1,0,0,1,2,2,1,1,0,1,3,0,2,1,1,1,4,0,2,0,3,0,1,0,1,0,0,2
"15","Kachin","Mohnyin","AREA # 010203","Phakant","MMR001009","Hpakant","Phakant",1,0,0,0,1,1,0,2,0,1,1,1,1,0,1,1,1,0,2,3,1,1,1,0,2,4,2,0,2,2,2,1,4,3,0,3,1,2,3,0,5,2,2,1,1,2,1,1,1,1,3,2,1,2,2,4,2,0,0,1,3,1,1,0,1,3,2,0,1,1,5,0,0,0,1,2,0,1,0,0,3,2,3,1,0,1,0,1,0,1,9
"16","Kachin","Mohnyin","AREA # 010252","Kamine(ST)","MMR001009","Hpakant","Kamine(ST)",0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0
"17","Kachin","Bhamo","AREA # 010301","Bhamo","MMR001010","Bhamo","Bhamo",1,0,0,1,1,5,2,0,2,1,1,2,0,0,1,0,2,3,0,0,4,2,0,1,0,2,3,0,0,0,4,1,0,0,0,0,3,3,0,1,1,0,1,1,1,3,1,0,4,2,2,3,3,0,3,4,3,4,1,3,7,2,2,1,2,3,1,6,2,2,4,2,1,5,4,4,2,4,1,0,4,2,2,2,3,4,1,0,1,1,6
"18","Kachin","Bhamo","AREA # 010351","Myohla(ST)","MMR001011","Shwegu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","Kachin","Bhamo","AREA # 010302","Shwegu","MMR001011","Shwegu","Shwegu",8,0,0,0,0,0,1,0,0,0,0,3,1,1,1,1,2,0,2,0,1,4,0,0,2,0,1,0,0,1,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,3,1,4,0,0,1,1,0,0,2,1,1,1,1,1,1,0,2,3,1,2,3,1,1,3,2,0,1,1,0,0,0,2,4,3,2,1,3,2,2,0,1,1,2,1,1
"20","Kachin","Bhamo","AREA # 010352","Lwe`ge`(ST)","MMR001012","Momauk","Lwe`ge`(ST)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,1,1,0,0,0,0,1,0,2,0,0,0,1,1,0,0,1
"21","Kachin","Bhamo","AREA # 010353","Dotphoneyan(ST)","MMR001012","Momauk","Dotphoneyan(ST)",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"22","Kachin","Bhamo","AREA # 010303","Momauk","MMR001012","Momauk","Momauk",0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,3,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,2,0,1,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,2,1,0,0,1,2,1,1,1,1,1,0,1,1,0,1,0,0,0,1,4,0,0,1,1,1,0,1,1,0,5
"23","Kachin","Bhamo","AREA # 010304","Mansi","MMR001013","Mansi","Mansi",0,1,0,0,1,1,1,0,0,1,3,1,1,0,0,2,0,1,1,0,0,0,1,3,0,1,1,1,0,2,3,0,0,2,0,2,1,1,2,1,0,1,0,0,0,2,0,2,3,0,1,0,2,1,1,0,1,1,0,1,1,2,3,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,2,2,0,1,0,0,1,2,0,0,0,0
"24","Kachin","Putao","AREA # 010401","Putao","MMR001014","Puta-O","Putao",3,0,1,0,0,0,0,2,1,3,2,0,1,2,2,0,3,3,1,1,2,1,1,3,0,3,6,2,0,2,2,2,3,1,1,1,2,1,1,1,4,2,3,1,6,3,2,3,2,3,4,2,1,2,3,1,0,2,4,1,3,3,4,1,4,4,3,2,1,1,6,0,3,2,4,5,5,2,2,1,7,2,3,1,2,4,1,0,1,5,15
"25","Kachin","Putao","AREA # 010402","Sumprabum","MMR001015","Sumprabum","Sumprabum",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
"26","Kachin","Putao","AREA # 010403","Machanbaw","MMR001016","Machanbaw","Machanbaw",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,3,1,1,3,0,4,1,0,1,0,2,0,1,1,1,0,0,0,1,3,2,2,1,1,0,3,0,0,2,0,0,0,0,2,0,1,1,0,0,1,1,0,2,0,2,0,0,1,0,0,0,0,0,0,0,1
"27","Kachin","Putao","AREA # 010451","Pannandin(ST)","MMR001017","Nawngmun","Pannandin(ST)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2
"28","Kachin","Putao","AREA # 010405","Naungmoon","MMR001017","Nawngmun","Naungmoon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
"29","Kachin","Putao","AREA # 010404","Khaunglanphoo","MMR001018","Khaunglanhpu","Khaunglanphoo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,2,0,0,1,0,0,2,1,3,0,1,0,0,0,0,1,4
"30","Kayah","Loikaw","AREA # 020101","Loikaw","MMR002001","Loikaw","Loikaw",0,1,0,0,1,0,0,1,0,3,0,2,2,1,1,0,1,1,4,1,0,0,1,2,2,2,2,0,1,2,2,0,2,1,1,2,0,0,2,0,1,1,4,2,5,1,2,0,3,3,5,5,2,1,4,6,3,0,4,3,6,3,3,2,0,3,4,4,2,2,4,1,4,11,5,7,3,2,6,1,10,2,6,1,6,2,4,5,1,1,10
"31","Kayah","Loikaw","AREA # 020102","Dimawso","MMR002002","Demoso","Dimawso",2,1,1,0,0,2,2,1,0,0,4,1,0,0,2,2,1,0,0,3,1,0,0,1,0,1,1,0,3,0,1,0,0,3,1,0,1,2,0,0,2,0,0,1,0,2,1,2,6,3,0,0,1,1,3,3,3,2,3,0,3,2,2,1,2,2,0,2,1,2,7,2,3,0,9,3,2,2,5,3,5,5,4,5,4,4,2,2,1,2,9
"32","Kayah","Loikaw","AREA # 020103","Phruso","MMR002003","Hpruso","Phruso",0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,2,0,0,1,3,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,2,1,1,1,0,3,3,1,2,1,6,0,2,1,0,0,2,0,2,0,3,0,2,0,0,1,0,0,0,1,3
"33","Kayah","Loikaw","AREA # 020104","Shardaw","MMR002004","Shadaw","Shardaw",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34","Kayah","Bawlakhe","AREA # 020201","Bawlakhe","MMR002005","Bawlake","Bawlakhe",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
"35","Kayah","Bawlakhe","AREA # 020251","Ywathit(ST)","MMR002005","Bawlake","Ywathit(ST)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"36","Kayah","Bawlakhe","AREA # 020202","Parsaung","MMR002006","Hpasawng","Parsaung",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,0,1,1,1,1,1,1,0,0,1,2,1,0,0,1,0,0,0,0,0
"37","Kayah","Bawlakhe","AREA # 020203","Meisi","MMR002007","Mese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","Kayin","Hpa-an","AREA # 030101","Hpa-an","MMR003001","Hpa-An","Hpa-an",15,1,2,4,1,6,3,8,3,5,5,4,3,7,1,2,3,1,5,3,5,1,3,4,4,1,4,1,6,2,5,3,2,5,2,7,1,1,2,1,6,5,4,4,1,6,1,2,3,2,6,3,1,6,4,5,9,1,7,7,10,7,9,8,6,15,8,15,7,6,24,2,9,9,9,15,3,8,17,9,21,6,7,17,10,15,7,8,2,3,29
"39","Kayin","Hpa-an","AREA # 030151","Paingkyon(ST)","MMR003002","Hlaingbwe","Paingkyon(ST)",16,2,1,1,0,2,0,2,0,0,0,0,1,3,1,0,1,2,2,1,2,2,2,1,2,1,0,0,1,1,1,1,0,1,2,4,2,1,1,1,1,2,1,1,3,3,4,2,1,1,4,0,3,3,2,2,2,0,5,0,5,1,3,3,0,8,0,2,5,1,16,2,3,3,5,11,5,5,4,1,13,0,5,2,2,6,4,5,2,2,11
"40","Kayin","Hpa-an","AREA # 030152","Shan Ywathit(ST)","MMR003002","Hlaingbwe","Shan Ywathit(ST)",0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,3,0,0,1,0,0,0,1,1,0,2,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2
"41","Kayin","Hpa-an","AREA # 030102","Hlaingbwe","MMR003002","Hlaingbwe","Hlaingbwe",0,0,1,2,3,0,1,1,4,0,3,1,2,2,1,0,4,0,2,0,3,6,1,2,0,0,1,0,1,1,2,0,1,2,1,2,3,0,0,0,1,0,0,0,0,1,0,1,1,0,5,1,1,1,0,0,2,4,0,2,3,1,0,2,3,5,4,5,1,2,7,1,3,2,4,13,4,3,5,1,10,5,2,4,2,4,1,1,0,1,9
"42","Kayin","Pharpon","AREA # 030201","Pharpon","MMR003003","Hpapun","Pharpon",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0
"43","Kayin","Pharpon","AREA # 030251","Kamamaung(ST}","MMR003003","Hpapun","Kamamaung(ST}",3,0,1,0,0,1,0,0,1,0,0,0,1,1,2,0,1,3,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,2,0,1,1,0,0,0,1,0,2,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1
"44","Kayin","Hpa-an","AREA # 030154","Bawgali(ST)","MMR003004","Thandaunggyi","Bawgali(ST)",3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,2,3,1,1,2,0,2,1,1,1,0,0,1,0,0,1,1,0,0
"45","Kayin","Hpa-an","AREA # 030153","Leiktho(ST)","MMR003004","Thandaunggyi","Leiktho(ST)",1,1,0,1,2,1,2,2,3,0,6,2,1,3,5,4,1,0,3,6,2,3,1,2,6,4,2,2,1,3,1,3,2,1,0,2,2,0,3,0,3,0,1,1,2,2,2,2,3,0,3,2,1,0,2,3,7,1,4,1,8,3,3,6,2,8,4,1,4,4,5,2,4,5,1,4,2,2,5,1,1,1,1,3,2,2,1,0,2,1,3
"46","Kayin","Hpa-an","AREA # 030103","Thandaunggyi","MMR003004","Thandaunggyi","Thandaunggyi",0,0,0,0,0,1,0,0,1,0,0,0,2,1,1,2,2,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,1,1,0,0,1,2,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,3,2,0,0,1,1,0,0,1,0,1,2,0,0,1,1,1,0,1,0,5
"47","Kayin","Myawady","AREA # 030301","Myawady","MMR003005","Myawaddy","Myawady",0,0,1,1,1,1,2,2,1,1,2,1,7,0,2,1,2,1,0,1,2,2,1,1,1,1,0,2,2,0,0,1,1,0,1,1,0,0,2,0,0,0,0,4,1,5,1,1,2,1,2,1,2,0,2,2,3,2,1,4,3,2,1,1,3,2,1,1,0,2,3,0,0,1,3,3,2,0,2,2,0,0,2,3,0,1,0,0,1,1,4
"48","Kayin","Myawady","AREA # 030352","Wawlaymyaing(ST)","MMR003005","Myawaddy","Wawlaymyaing(ST)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"49","Kayin","Myawady","AREA # 030351","Sugali(ST)","MMR003005","Myawaddy","Sugali(ST)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","Kayin","Kawkareik","AREA # 030401","Kawkareik","MMR003006","Kawkareik","Kawkareik",2,0,2,0,2,2,2,2,3,0,4,3,2,3,3,3,2,1,3,0,3,4,1,1,1,3,3,2,3,1,2,2,1,5,2,4,1,2,5,2,3,2,7,0,1,4,5,3,4,3,8,5,4,4,3,2,4,3,8,4,14,9,4,5,2,9,9,2,6,4,16,4,8,6,8,14,9,7,7,0,22,4,4,11,4,10,4,6,2,3,22
"51","Kayin","Kawkareik","AREA # 030402","Kyarinseikkyi","MMR003007","Kyainseikgyi","Kyarinseikkyi",3,5,4,2,0,4,2,0,1,0,7,1,2,2,1,3,3,2,2,0,3,3,3,0,0,1,1,0,3,2,1,1,1,3,2,2,1,1,1,0,7,0,5,2,1,0,1,0,0,2,4,1,1,5,3,4,3,3,1,1,5,0,3,1,3,4,1,3,1,1,5,5,2,5,5,3,3,3,7,2,4,2,2,6,1,6,7,5,1,2,15
"52","Kayin","Kawkareik","AREA # 030451","Payarthonezu(ST)","MMR003007","Kyainseikgyi","Payarthonezu(ST)",1,0,1,1,3,0,2,5,2,3,3,2,3,3,0,0,2,1,5,4,5,0,0,3,3,1,2,1,4,0,3,2,0,5,2,2,0,1,0,1,3,1,0,1,1,1,1,2,2,0,5,1,4,5,0,0,2,0,3,2,7,1,2,1,2,4,2,0,2,0,4,2,3,3,1,2,1,1,2,0,7,1,2,1,0,0,2,0,2,0,2
"53","Kayin","Kawkareik","AREA # 030452","Kyaidon(ST)","MMR003007","Kyainseikgyi","Kyaidon(ST)",12,1,2,1,0,1,2,0,1,1,2,2,1,1,2,1,1,2,4,0,2,1,2,2,0,1,0,0,2,0,1,1,0,1,1,0,0,0,3,0,1,0,0,1,0,0,0,1,4,2,1,1,0,0,0,2,0,0,1,2,1,0,2,4,0,3,0,4,0,2,4,3,2,1,1,3,3,1,3,1,3,2,2,2,4,1,1,1,2,2,4
"54","Chin","Falam","AREA # 040251","Rihkhuadal(ST)","MMR004001","Falam","Rihkhuadal(ST)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0
"55","Chin","Falam","AREA # 040201","Falam","MMR004001","Falam","Falam",0,0,1,0,2,1,1,1,3,3,3,1,2,4,1,0,3,1,0,1,2,3,2,6,5,1,2,2,3,2,2,0,3,2,2,3,1,0,2,3,2,0,1,3,1,3,5,7,4,6,13,5,6,6,6,6,6,2,3,5,11,10,7,8,3,11,8,8,1,3,8,7,3,11,11,6,10,6,11,4,7,1,4,5,12,2,1,3,3,2,11
"56","Chin","Haka","AREA # 040101","HaKa","MMR004002","Hakha","HaKa",0,1,0,1,0,0,0,0,0,2,1,1,2,1,2,0,0,0,1,1,2,2,0,0,0,1,0,2,6,1,0,2,0,0,0,1,0,0,1,2,1,0,1,1,2,6,5,1,5,5,6,2,4,5,2,11,2,0,3,1,2,0,3,2,3,5,3,0,1,2,6,3,2,2,2,7,2,0,6,2,9,4,2,1,2,1,3,0,1,0,8
